system:index,Supf_km2,burned_pixels,fna,nam,year,.geo
7_00000000000000000017,32820,0.0,"Provincia de Tierra del Fuego, Antártida e Islas del Atlántico Sur","Tierra del Fuego, Antártida e Islas del Atlántico Sur",2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000000,206,0.0,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000001,94365,392.7725490196078,Provincia del Neuquén,Neuquén,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000002,75564,5700.666666666667,Provincia de San Luis,San Luis,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000003,133296,45568.098039215685,Provincia de Santa Fe,Santa Fe,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000004,91414,868.6196078431371,Provincia de La Rioja,La Rioja,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000005,101486,1168.0980392156864,Provincia de Catamarca,Catamarca,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000006,22599,6309.129411764704,Provincia de Tucumán,Tucumán,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000007,99778,17926.054901960786,Provincia del Chaco,Chaco,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000008,75476,26269.384313725484,Provincia de Formosa,Formosa,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000009,244386,1116.0313725490196,Provincia de Santa Cruz,Santa Cruz,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0000000000000000000a,224378,490.5098039215686,Provincia del Chubut,Chubut,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0000000000000000000b,149089,3647.0,Provincia de Mendoza,Mendoza,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0000000000000000000c,78389,22935.10980392156,Provincia de Entre Ríos,Entre Ríos,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0000000000000000000d,88371,104.65882352941176,Provincia de San Juan,San Juan,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0000000000000000000e,53240,2370.392156862745,Provincia de Jujuy,Jujuy,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0000000000000000000f,136990,29769.552941176466,Provincia de Santiago del Estero,Santiago del Estero,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000010,202225,445.26666666666665,Provincia de Río Negro,Río Negro,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000011,89125,22435.86274509804,Provincia de Corrientes,Corrientes,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000012,29907,69.0,Provincia de Misiones,Misiones,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000013,155369,13049.513725490193,Provincia de Salta,Salta,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000014,164670,7986.815686274511,Provincia de Córdoba,Córdoba,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000015,306127,7142.396078431373,Provincia de Buenos Aires,Buenos Aires,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000016,143211,5757.541176470583,Provincia de La Pampa,La Pampa,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000017,32820,24.0,"Provincia de Tierra del Fuego, Antártida e Islas del Atlántico Sur","Tierra del Fuego, Antártida e Islas del Atlántico Sur",2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000000,206,4.0,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000001,94365,811.9333333333334,Provincia del Neuquén,Neuquén,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000002,75564,26771.5137254902,Provincia de San Luis,San Luis,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000003,133296,14369.305882352946,Provincia de Santa Fe,Santa Fe,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000004,91414,374.6392156862745,Provincia de La Rioja,La Rioja,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000005,101486,2719.121568627451,Provincia de Catamarca,Catamarca,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000006,22599,8376.45882352941,Provincia de Tucumán,Tucumán,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000007,99778,10313.39215686274,Provincia del Chaco,Chaco,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000008,75476,10569.45490196079,Provincia de Formosa,Formosa,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000009,244386,674.7254901960785,Provincia de Santa Cruz,Santa Cruz,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0000000000000000000a,224378,63.0,Provincia del Chubut,Chubut,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0000000000000000000b,149089,836.3843137254902,Provincia de Mendoza,Mendoza,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0000000000000000000c,78389,1804.3764705882354,Provincia de Entre Ríos,Entre Ríos,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0000000000000000000d,88371,322.49411764705883,Provincia de San Juan,San Juan,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0000000000000000000e,53240,3473.81568627451,Provincia de Jujuy,Jujuy,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0000000000000000000f,136990,15838.03921568628,Provincia de Santiago del Estero,Santiago del Estero,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000010,202225,177.0,Provincia de Río Negro,Río Negro,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000011,89125,19862.47450980392,Provincia de Corrientes,Corrientes,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000012,29907,141.05098039215687,Provincia de Misiones,Misiones,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000013,155369,14368.564705882352,Provincia de Salta,Salta,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000014,164670,9894.580392156866,Provincia de Córdoba,Córdoba,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000015,306127,2423.407843137255,Provincia de Buenos Aires,Buenos Aires,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000016,143211,5708.258823529412,Provincia de La Pampa,La Pampa,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000017,32820,0.0,"Provincia de Tierra del Fuego, Antártida e Islas del Atlántico Sur","Tierra del Fuego, Antártida e Islas del Atlántico Sur",2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000000,206,0.0,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000001,94365,694.070588235294,Provincia del Neuquén,Neuquén,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000002,75564,3799.2627450980385,Provincia de San Luis,San Luis,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000003,133296,24024.219607843148,Provincia de Santa Fe,Santa Fe,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000004,91414,762.2745098039215,Provincia de La Rioja,La Rioja,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000005,101486,2117.4862745098035,Provincia de Catamarca,Catamarca,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000006,22599,4034.4705882352946,Provincia de Tucumán,Tucumán,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000007,99778,6930.082352941177,Provincia del Chaco,Chaco,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000008,75476,16761.807843137252,Provincia de Formosa,Formosa,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000009,244386,36.0,Provincia de Santa Cruz,Santa Cruz,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0000000000000000000a,224378,0.0,Provincia del Chubut,Chubut,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0000000000000000000b,149089,1468.0,Provincia de Mendoza,Mendoza,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0000000000000000000c,78389,836.0274509803922,Provincia de Entre Ríos,Entre Ríos,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0000000000000000000d,88371,285.38823529411764,Provincia de San Juan,San Juan,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0000000000000000000e,53240,3177.3333333333335,Provincia de Jujuy,Jujuy,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0000000000000000000f,136990,24143.21568627451,Provincia de Santiago del Estero,Santiago del Estero,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000010,202225,28.0,Provincia de Río Negro,Río Negro,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000011,89125,8664.839215686276,Provincia de Corrientes,Corrientes,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000012,29907,31.745098039215684,Provincia de Misiones,Misiones,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000013,155369,13414.176470588234,Provincia de Salta,Salta,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000014,164670,1931.349019607843,Provincia de Córdoba,Córdoba,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000015,306127,813.086274509804,Provincia de Buenos Aires,Buenos Aires,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000016,143211,1329.0,Provincia de La Pampa,La Pampa,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000017,32820,0.0,"Provincia de Tierra del Fuego, Antártida e Islas del Atlántico Sur","Tierra del Fuego, Antártida e Islas del Atlántico Sur",2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000000,206,0.0,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000001,94365,1049.556862745098,Provincia del Neuquén,Neuquén,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000002,75564,4870.517647058824,Provincia de San Luis,San Luis,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000003,133296,37191.42745098041,Provincia de Santa Fe,Santa Fe,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000004,91414,97.85490196078432,Provincia de La Rioja,La Rioja,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000005,101486,675.8392156862744,Provincia de Catamarca,Catamarca,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000006,22599,5637.631372549019,Provincia de Tucumán,Tucumán,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000007,99778,10422.011764705885,Provincia del Chaco,Chaco,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000008,75476,20446.698039215677,Provincia de Formosa,Formosa,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000009,244386,607.0,Provincia de Santa Cruz,Santa Cruz,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000000a,224378,221.0,Provincia del Chubut,Chubut,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000000b,149089,736.1803921568627,Provincia de Mendoza,Mendoza,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000000c,78389,1759.4431372549022,Provincia de Entre Ríos,Entre Ríos,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000000d,88371,63.23529411764706,Provincia de San Juan,San Juan,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000000e,53240,2065.98431372549,Provincia de Jujuy,Jujuy,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000000f,136990,26207.19607843137,Provincia de Santiago del Estero,Santiago del Estero,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000010,202225,131.27450980392157,Provincia de Río Negro,Río Negro,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000011,89125,14961.450980392157,Provincia de Corrientes,Corrientes,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000012,29907,145.0,Provincia de Misiones,Misiones,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000013,155369,9168.580392156862,Provincia de Salta,Salta,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000014,164670,4981.247058823529,Provincia de Córdoba,Córdoba,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000015,306127,2809.564705882353,Provincia de Buenos Aires,Buenos Aires,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000016,143211,4230.082352941176,Provincia de La Pampa,La Pampa,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000017,32820,115.69411764705882,"Provincia de Tierra del Fuego, Antártida e Islas del Atlántico Sur","Tierra del Fuego, Antártida e Islas del Atlántico Sur",2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000000,206,0.0,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000001,94365,1181.3294117647058,Provincia del Neuquén,Neuquén,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000002,75564,5488.584313725491,Provincia de San Luis,San Luis,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000003,133296,20915.7843137255,Provincia de Santa Fe,Santa Fe,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000004,91414,32.0,Provincia de La Rioja,La Rioja,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000005,101486,379.0078431372549,Provincia de Catamarca,Catamarca,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000006,22599,3155.329411764706,Provincia de Tucumán,Tucumán,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000007,99778,12603.858823529417,Provincia del Chaco,Chaco,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000008,75476,25674.764705882353,Provincia de Formosa,Formosa,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000009,244386,148.40392156862745,Provincia de Santa Cruz,Santa Cruz,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0000000000000000000a,224378,472.40000000000003,Provincia del Chubut,Chubut,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0000000000000000000b,149089,1203.0,Provincia de Mendoza,Mendoza,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0000000000000000000c,78389,1367.0039215686274,Provincia de Entre Ríos,Entre Ríos,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0000000000000000000d,88371,429.0,Provincia de San Juan,San Juan,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0000000000000000000e,53240,2476.4274509803913,Provincia de Jujuy,Jujuy,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0000000000000000000f,136990,16751.552941176473,Provincia de Santiago del Estero,Santiago del Estero,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000010,202225,244.81176470588233,Provincia de Río Negro,Río Negro,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000011,89125,21121.996078431373,Provincia de Corrientes,Corrientes,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000012,29907,399.0,Provincia de Misiones,Misiones,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000013,155369,10528.686274509804,Provincia de Salta,Salta,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000014,164670,2058.1098039215685,Provincia de Córdoba,Córdoba,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000015,306127,2775.9686274509804,Provincia de Buenos Aires,Buenos Aires,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000016,143211,1594.5647058823529,Provincia de La Pampa,La Pampa,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000017,32820,218.0,"Provincia de Tierra del Fuego, Antártida e Islas del Atlántico Sur","Tierra del Fuego, Antártida e Islas del Atlántico Sur",2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_00000000000000000000,206,0.0,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_00000000000000000001,94365,299.98039215686276,Provincia del Neuquén,Neuquén,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_00000000000000000002,75564,8200.125490196078,Provincia de San Luis,San Luis,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_00000000000000000003,133296,27696.788235294127,Provincia de Santa Fe,Santa Fe,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_00000000000000000004,91414,94.0,Provincia de La Rioja,La Rioja,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_00000000000000000005,101486,666.1450980392158,Provincia de Catamarca,Catamarca,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_00000000000000000006,22599,6486.290196078432,Provincia de Tucumán,Tucumán,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_00000000000000000007,99778,11037.121568627454,Provincia del Chaco,Chaco,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_00000000000000000008,75476,17415.87450980392,Provincia de Formosa,Formosa,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_00000000000000000009,244386,560.0,Provincia de Santa Cruz,Santa Cruz,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_0000000000000000000a,224378,91.0,Provincia del Chubut,Chubut,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_0000000000000000000b,149089,2659.811764705883,Provincia de Mendoza,Mendoza,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_0000000000000000000c,78389,1467.5372549019603,Provincia de Entre Ríos,Entre Ríos,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_0000000000000000000d,88371,133.66666666666666,Provincia de San Juan,San Juan,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_0000000000000000000e,53240,3056.09019607843,Provincia de Jujuy,Jujuy,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_0000000000000000000f,136990,12006.466666666665,Provincia de Santiago del Estero,Santiago del Estero,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_00000000000000000010,202225,382.74117647058813,Provincia de Río Negro,Río Negro,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_00000000000000000011,89125,8771.576470588236,Provincia de Corrientes,Corrientes,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_00000000000000000012,29907,180.54901960784315,Provincia de Misiones,Misiones,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_00000000000000000013,155369,13189.83137254902,Provincia de Salta,Salta,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_00000000000000000014,164670,8385.403921568628,Provincia de Córdoba,Córdoba,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_00000000000000000015,306127,2302.7333333333336,Provincia de Buenos Aires,Buenos Aires,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_00000000000000000016,143211,4301.9764705882335,Provincia de La Pampa,La Pampa,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_00000000000000000017,32820,0.0,"Provincia de Tierra del Fuego, Antártida e Islas del Atlántico Sur","Tierra del Fuego, Antártida e Islas del Atlántico Sur",2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_00000000000000000000,206,0.0,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_00000000000000000001,94365,478.7568627450981,Provincia del Neuquén,Neuquén,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_00000000000000000002,75564,6234.0,Provincia de San Luis,San Luis,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_00000000000000000003,133296,6989.929411764706,Provincia de Santa Fe,Santa Fe,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_00000000000000000004,91414,554.2901960784313,Provincia de La Rioja,La Rioja,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_00000000000000000005,101486,924.8274509803922,Provincia de Catamarca,Catamarca,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_00000000000000000006,22599,3325.309803921569,Provincia de Tucumán,Tucumán,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_00000000000000000007,99778,7331.941176470591,Provincia del Chaco,Chaco,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_00000000000000000008,75476,14152.054901960779,Provincia de Formosa,Formosa,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_00000000000000000009,244386,844.5019607843137,Provincia de Santa Cruz,Santa Cruz,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_0000000000000000000a,224378,125.38823529411765,Provincia del Chubut,Chubut,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_0000000000000000000b,149089,9396.976470588235,Provincia de Mendoza,Mendoza,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_0000000000000000000c,78389,357.8588235294118,Provincia de Entre Ríos,Entre Ríos,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_0000000000000000000d,88371,18.0,Provincia de San Juan,San Juan,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_0000000000000000000e,53240,1349.8117647058823,Provincia de Jujuy,Jujuy,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_0000000000000000000f,136990,9733.30980392157,Provincia de Santiago del Estero,Santiago del Estero,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_00000000000000000010,202225,2160.105882352942,Provincia de Río Negro,Río Negro,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_00000000000000000011,89125,6933.509803921569,Provincia de Corrientes,Corrientes,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_00000000000000000012,29907,25.0,Provincia de Misiones,Misiones,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_00000000000000000013,155369,5545.270588235294,Provincia de Salta,Salta,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_00000000000000000014,164670,1564.38431372549,Provincia de Córdoba,Córdoba,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_00000000000000000015,306127,9937.862745098038,Provincia de Buenos Aires,Buenos Aires,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_00000000000000000016,143211,19480.600000000006,Provincia de La Pampa,La Pampa,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_00000000000000000017,32820,0.0,"Provincia de Tierra del Fuego, Antártida e Islas del Atlántico Sur","Tierra del Fuego, Antártida e Islas del Atlántico Sur",2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_00000000000000000000,206,0.0,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_00000000000000000001,94365,2192.6745098039223,Provincia del Neuquén,Neuquén,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_00000000000000000002,75564,2065.8117647058825,Provincia de San Luis,San Luis,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_00000000000000000003,133296,23808.63137254903,Provincia de Santa Fe,Santa Fe,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_00000000000000000004,91414,625.0627450980392,Provincia de La Rioja,La Rioja,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_00000000000000000005,101486,828.9411764705883,Provincia de Catamarca,Catamarca,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_00000000000000000006,22599,2011.8627450980393,Provincia de Tucumán,Tucumán,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_00000000000000000007,99778,6376.152941176471,Provincia del Chaco,Chaco,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_00000000000000000008,75476,12617.976470588232,Provincia de Formosa,Formosa,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_00000000000000000009,244386,169.0,Provincia de Santa Cruz,Santa Cruz,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_0000000000000000000a,224378,2586.0,Provincia del Chubut,Chubut,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_0000000000000000000b,149089,966.0549019607842,Provincia de Mendoza,Mendoza,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_0000000000000000000c,78389,839.1411764705882,Provincia de Entre Ríos,Entre Ríos,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_0000000000000000000d,88371,109.0,Provincia de San Juan,San Juan,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_0000000000000000000e,53240,1561.3098039215686,Provincia de Jujuy,Jujuy,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_0000000000000000000f,136990,15022.63529411765,Provincia de Santiago del Estero,Santiago del Estero,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_00000000000000000010,202225,6624.219607843135,Provincia de Río Negro,Río Negro,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_00000000000000000011,89125,5689.207843137255,Provincia de Corrientes,Corrientes,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_00000000000000000012,29907,6.0,Provincia de Misiones,Misiones,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_00000000000000000013,155369,5686.266666666666,Provincia de Salta,Salta,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_00000000000000000014,164670,2693.3529411764703,Provincia de Córdoba,Córdoba,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_00000000000000000015,306127,3451.913725490196,Provincia de Buenos Aires,Buenos Aires,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_00000000000000000016,143211,12395.580392156864,Provincia de La Pampa,La Pampa,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
